Job Title;Job Location;Company;Estimate Base Salary;Low Estimate;High Estimate;Company Size;Company Type;Company Sector;Company Founded;Company Industry;Company Revenue;Company Rating;Company Friend Recommendation;Company CEO Approval;Company Number of Rater;Company Career Opportunities;Compensation and Benefits;Company Culture and Values;Company Senior Management;Company Work Life Balance;Country;State;python_yn;r_yn;sql_yn;java_yn;julia_yn;scala_yn;c_yn;c++_yn;javascript_yn;spark_yn;hadoop_yn;matlab_yn;sas_yn;git_yn;excel_yn;nosql_yn;aws_yn;mongodb_yn;cassandra_yn;hive_yn;bigml_yn;tableau_yn;powerbi_yn;nlp_yn;pytorch_yn;tensorflow_yn;mathematic_yn;statistic_yn
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Lead Consultant;Melbourne;NAB - National Australia Bank;131186;115000;150000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Lead Consultant;Melbourne;NAB - National Australia Bank;131186;115000;150000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Lead Consultant;Melbourne;NAB - National Australia Bank;131186;115000;150000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Development Manager;Scoresby;Johnson & Johnson;110373;106000;115000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1887.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.2;87.0;91.0;1757.8;3.9;4.1;4.3;3.8;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Lead Consultant;Melbourne;NAB - National Australia Bank;131186;115000;150000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Channel Manager;Mulgrave;Bristol Myers Squibb;80623;65000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;75.0;82.0;1757.8;3.6;3.9;3.8;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Navy Careers (No Experience Required);New South Wales;Royal Australian Navy;82500;75000;90000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.2;49.0;38.0;1757.8;3.5;3.6;2.9;2.3;2.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Melbourne;ANZ Banking Group;135554;100000;184000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Digital Marketing;Melbourne;ANZ Banking Group;114275;109000;119000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Senior Lead Consultant;Melbourne;NAB - National Australia Bank;131186;115000;150000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Analyst;Melbourne;ANZ Banking Group;103923;90000;120000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;83.0;88.0;1757.8;3.9;3.7;4.1;3.6;4.1;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Senior Front End Engineer;Melbourne;NAB - National Australia Bank;131453;120000;144000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;78.0;87.0;1757.8;3.8;3.5;3.8;3.4;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Electronics Engineer;New South Wales;Australian Antarctic Division;92076;92000;92000;501 to 1000 Employees;Government;Government & Public Administration;1948.0;National Services & Agencies;Unknown / Non-Applicable;4.0;76.3;77.9;0.0;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
